admin/import_portals_process.cfm,parentData,"SELECT *
   FROM portals
   WHERE portal_id = '#form.r#'
"
admin/import_portals_process.cfm,subPortalData,"SELECT portal_id
			   FROM portals
			   WHERE portal_name = '#portal_name#'
			"
admin/import_portals_process.cfm,createPortal,"INSERT INTO portals (portal_name,portal_header,user_limit,<cfif license_expiration IS NOT """">license_expiration,</cfif>
					portal_title,generic_signup,generic_email,email_as_login,enable_remember,login_reminder,group_type,portal_clip_access,enable_quizzes,quiz_randomize,quiz_limit,enable_exams,
					exam_pass,exam_results,exam_results_fail,enable_clipstart,enable_points,enable_selfgroup,enable_mytraining,isDemo,isDisabled,enable_examdetails,enable_clipsurveys,portal_reseller,portal_manager_id,portal_isReseller,
					exam_randomize,portal_isWhitelabel,portal_whitelabel_name,portal_icon,portal_whitelabel_support,custom_link_display,custom_link_label,custom_link,ilt_connect,ilt_handshake,disable_emails,account_number,
					portal_date_created,account_rep,portal_partnerdocs,enable_share,portal_billing,enable_shareplus,sso_enabled,sso_url,notifications,email_awards_user,
					email_awards_admin,email_exams_user,email_exams_admin,email_course_admin,email_assignments_user,email_newcourse_admin,email_selfsignup,email_ilt,email_sso,disable_emails_admin,portal_subportals,
					portal_isDistributor,portal_distributor,portal_dateFormat,portal_timeZone,user_limit_enforce,portal_default_lp,portal_policy_manager,portal_extended_library,portal_openChannels,portal_lesson_percentage)
					VALUES (
						'#portal_name#',
						'#portal_header#',
						'#user_limit#',
						<cfif license_expiration IS NOT """">'#dateFormat(license_expiration,""mm/dd/yyyy"")#',</cfif>
						'#portal_title#',
						'#generic_signup#',
						'#generic_email#',
						'#email_as_login#',
						'#enable_remember#',
						'#login_reminder#',
						'#group_type#',
						'#portal_clip_access#',
						'#enable_quizzes#',
						'#quiz_randomize#',
						'#quiz_limit#',
						'#enable_exams#',
						'#exam_pass#',
						'#exam_results#',
						'#exam_results_fail#',
						'#enable_clipstart#',
						'#enable_points#',
						'#enable_selfgroup#',
						'#enable_mytraining#',
						'#isDemo#',
						'#isDisabled#',
						'#enable_examdetails#',
						'#enable_clipsurveys#',
						'#portal_reseller#',
						'#portal_manager_id#',
						'#portal_isReseller#',
						'#exam_randomize#',
						'#portal_isWhitelabel#',
						'#portal_whitelabel_name#',
						'#portal_icon#',
						'#portal_whitelabel_support#',
						'#custom_link_display#',
						'#custom_link_label#',
						'#custom_link#',
						'#ilt_connect#',
						'#ilt_handshake#',
						'#disable_emails#',
						'#account_number#',
						'#portal_date_created#',
						'#account_rep#',
						'#portal_partnerdocs#',
						'#enable_share#',
						'#portal_billing#',
						'#enable_shareplus#',
						'#sso_enabled#',
						'#sso_url#',
						'#notifications#',
						'#email_awards_user#',
						'#email_awards_admin#',
						'#email_exams_user#',
						'#email_exams_admin#',
						'#email_course_admin#',
						'#email_assignments_user#',
						'#email_newcourse_admin#',
						'#email_selfsignup#',
						'#email_ilt#',
						'#email_sso#',
						'#disable_emails_admin#',
						'#portal_subportals#',
						'#portal_isDistributor#',
						'#portal_distributor#',
						'#portal_dateFormat#',
						'#portal_timeZone#',
						'#user_limit_enforce#',
						'#portal_default_lp#',
						'#portal_policy_manager#',
						'#portal_extended_library#',
						'#portal_openChannels#',
						'#portal_lesson_percentage#')
					SELECT Scope_Identity () as newPortal_ID
				"
admin/import_portals_process.cfm,logActivity,"INSERT INTO activity_log (user_id,activity_name,activity_date)
					VALUES ('#Session.UserID#', '#theActivity#', '#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#')
				"
admin/import_portals_process.cfm,userData,"SELECT user_firstname, user_lastname
				   FROM userz
				   WHERE user_id = #session.UserID#
				"
admin/import_portals_process.cfm,logActivity2,"INSERT INTO activity_log (user_id,user_name,portal_id,activity_name,activity_date)
					VALUES ('0', '#userData.user_firstname# #userData.user_lastname#', '#createPortal.newPortal_ID#', '#theActivity#', '#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#')
				"
admin/import_portals_process.cfm,approvedData,"SELECT approveddomain_id
						   FROM approvedDomains
						   WHERE approved_domain = '#si#'
						"
admin/import_portals_process.cfm,createApprovedDomain,"INSERT INTO approvedDomains (portal_id,approved_domain)
								VALUES (#createPortal.newPortal_ID#,'#si#')
							"
admin/import_portals_process.cfm,createOU,"INSERT INTO ou (portal_id,ou_name,ou_isDefault)
					VALUES (#createPortal.newPortal_ID#,'Default OU','1')
					SELECT Scope_Identity () as newOU_ID
				"
admin/import_portals_process.cfm,createSOU,"INSERT INTO sou (portal_id,ou_id,sou_name,sou_isDefault)
					VALUES (#createPortal.newPortal_ID#,#createOU.newOU_ID#,'Default SOU','1')
					SELECT Scope_Identity () as newSOU_ID
				"
admin/import_portals_process.cfm,createGroupAdmin,"INSERT INTO groups (portal_id,ou_id,sou_id,group_name,group_courses,group_isDefault)
					VALUES (#createPortal.newPortal_ID#,#createOU.newOU_ID#,#createSOU.newSOU_ID#,'Default Admin','#group_courses#','1')
					SELECT Scope_Identity () as newAdminGroup
				"
admin/import_portals_process.cfm,createGroupUser,"INSERT INTO groups (portal_id,ou_id,sou_id,group_name,group_courses,group_isDefault,group_isDefaultUser)
					VALUES (#createPortal.newPortal_ID#,#createOU.newOU_ID#,#createSOU.newSOU_ID#,'Default User','#group_courses#','1','1')
					SELECT Scope_Identity () as newDefaultGroup
				"
admin/import_portals_process.cfm,setDefaultGroup,"UPDATE portals
				   SET default_group = #createGroupUser.newDefaultGroup#
				   WHERE portal_id = #createPortal.newPortal_ID#
				"
admin/import_portals_process.cfm,parentETData,"SELECT et_invite_top, et_invite_bottom, et_selfsignup_top, et_selfsignup_bottom, et_ilt_top, et_ilt_bottom, et_sso_top, et_sso_bottom, et_footer, et_lp_top, et_lp_bottom
					   FROM email_templates
					   WHERE portal_id = #parentData.portal_id#
					"
admin/import_portals_process.cfm,createGroupUser,"INSERT INTO email_templates (portal_id, et_invite_top, et_invite_bottom, et_selfsignup_top, et_selfsignup_bottom, et_ilt_top, et_ilt_bottom, et_sso_top, et_sso_bottom, et_footer)
						VALUES (#createPortal.newPortal_ID#,'#parentETData.et_invite_top#','#parentETData.et_invite_bottom#','#parentETData.et_selfsignup_top#','#parentETData.et_selfsignup_bottom#','#parentETData.et_ilt_top#','#parentETData.et_ilt_bottom#','#parentETData.et_sso_top#','#parentETData.et_sso_bottom#','#parentETData.et_footer#')
					"
admin/import_portals_process.cfm,addAssignment,"INSERT INTO assignments (user_id,portal_id,assignment_name,assignment_created,assignment_lessons,assignment_exams,assignment_type,assignment_auto,assignment_activity,assignment_portal,assignment_span,assignment_autoUpdate,assignment_email_top,assignment_email_bottom)
						VALUES (
							'#session.UserID#',<!---user_id--->
							'#createPortal.newPortal_ID#',<!---portal_id--->
							'Platform Basics',<!---assignment_name--->
							'#dateFormat(now(),""mm/dd/yyyy"")#',<!---assignment_created--->
							'#theLessons#',<!---assignment_lessons--->
							'0',<!---assignment_exams--->
							'1',<!---assignment_type--->
							'1',<!---assignment_auto--->
							'0',<!---assignment_activity--->
							'1',<!---assignment_portal--->
							'30',<!---assignment_span--->
							'1',<!---assignment_autoUpdate--->
							'#parentETData.et_lp_top#',<!---assignment_email_top--->
							'#parentETData.et_lp_bottom#'<!---assignment_email_bottom--->
						)
					"
admin/import_portals_process.cfm,tData,"SELECT share_id
						   FROM shares
						   WHERE share_token = '#theToken#'
						"
admin/import_portals_process.cfm,insertData,"INSERT INTO shareplus (portal_id, share_token, share_date)
						VALUES ('#createPortal.newPortal_ID#','#theToken#',#createODBCdatetime(now())#)
					"
admin/import_portals_process.cfm,GetUserRecord,"SELECT TOP 1 user_id, user_firstname, user_lastname, user_isAdmin, user_loginCount, user_points, user_email, portal_id
				   FROM userz
				   WHERE user_login = '#user_email#'
				   ORDER BY portal_id DESC
				"
admin/import_portals_process.cfm,insertNewUser,"INSERT INTO userz (group_id,sou_id,user_firstname,user_lastname,user_email,user_login,user_pwd,user_pwreset,user_date_created,user_isAdmin,portal_id)
					    VALUES ('#createGroupAdmin.newAdminGroup#', '#createSOU.newSOU_ID#', '#user_firstname#', '#user_lastname#', '#user_email#', '#user_email#', '#ePassword#', 1, '#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#', 4, #createPortal.newPortal_ID#)
					"
admin/import_portals_process.cfm,logActivity,"INSERT INTO activity_log (user_id,activity_name,activity_date)
						VALUES ('#Session.UserID#', '#theActivity#', '#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#')
					"
admin/import_portals_process.cfm,userData,"SELECT user_firstname, user_lastname
					   FROM userz
					   WHERE user_id = #session.UserID#
					"
admin/import_portals_process.cfm,logActivity2,"INSERT INTO activity_log (user_id,user_name,effecteduser_id,activity_name,activity_date)
						VALUES ('0', '#userData.user_firstname# #userData.user_lastname#', '#user_id#', '#theActivity#', '#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#')
					"
admin/import_w_groups_process.cfm,pData,"SELECT portal_name, portal_isWhitelabel, portal_clip_access, portal_header, portal_isReseller, portal_reseller, email_assignments_user, disable_emails, notifications, portal_enable_cyberhoot, portal_cyberhoot_id, portal_dateFormat, portal_timeZone, email_as_login
	   FROM portals
	   WHERE portal_id = #form.portal_id#
	"
admin/import_w_groups_process.cfm,userData,"SELECT user_id, portal_id
					   FROM userz
					   WHERE user_login = '#trim(loopdata[4])#'
					"
admin/import_w_groups_process.cfm,userData,"SELECT user_id, portal_id
					   FROM userz
					   WHERE user_login = '#trim(loopdata[3])#'
					"
admin/import_w_groups_process.cfm,ouData,"SELECT ou_id
			   FROM ou
			   WHERE portal_id = #form.portal_id# AND ou_name = '#OU#'
			"
admin/import_w_groups_process.cfm,addOU,"INSERT INTO ou (portal_id,ou_name)
					VALUES (#form.portal_id#,'#OU#')
				"
admin/import_w_groups_process.cfm,souData,"SELECT sou_id
			   FROM sou
			   WHERE portal_id = #form.portal_id# AND sou_name = '#SOU#' AND ou_id = #ou_id#
			"
admin/import_w_groups_process.cfm,addSOU,"INSERT INTO sou (portal_id,ou_id,sou_name)
					VALUES (#form.portal_id#,#ou_id#,'#SOU#')
				"
admin/import_w_groups_process.cfm,groupData,"SELECT group_id
			   FROM groups
			   WHERE portal_id = #form.portal_id# AND group_name = '#Group#' AND ou_id = #ou_id# AND sou_id = #sou_id#
			"
admin/import_w_groups_process.cfm,addGroup,"INSERT INTO groups (portal_id,ou_id,sou_id,group_name,group_courses)
					VALUES (#form.portal_id#,#ou_id#,#sou_id#,'#Group#','#group_courses#')
				"
admin/import_w_groups_process.cfm,userData,"SELECT user_id, portal_id, sou_id, group_id
			   FROM userz
			   WHERE user_login = '#loopdata[4]#'
			"
admin/import_w_groups_process.cfm,souData,"SELECT sou_id
					FROM groups
					WHERE group_id = #group_id#
				"
admin/import_w_groups_process.cfm,ouData,"SELECT ou_id
				FROM sou
				WHERE sou_id = #sou_id#
			"
admin/import_w_groups_process.cfm,assignmentData,"SELECT assignment_id, assignment_portal, assignment_ou, assignment_sou, assignment_group, assignment_name, assignment_span
				FROM assignments
				WHERE assignment_auto = 1
					AND portal_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#form.portal_id#"">
					AND assignment_inTrash = 0
			"
admin/import_w_groups_process.cfm,importcsv,"INSERT INTO userz (user_lastname,user_firstname,user_login,user_email,user_pwd,group_id,sou_id,portal_id,user_isAdmin,user_date_created)
					VALUES
						('#lastname#',
						 '#firstname#',
						 '#login#',
						 '#email#',
						 '#Encrypt(pwd,session.EncryptionKey,""cfmx_compat"",""hex"")#',
						 '#group_id#',
						 '#sou_id#',
						 '#form.portal_id#',
						 0,
						 '#dateFormat(now(),""m/d/yyyy"")# 12:00:00 AM')
				"
admin/import_w_groups_process.cfm,logUserData,"SELECT user_firstname, user_lastname
				   FROM userz
				   WHERE user_id = #session.UserID#
				"
admin/import_w_groups_process.cfm,logActivity2,"INSERT INTO activity_log (user_id,user_name,effecteduser_id,activity_name,activity_date)
					VALUES ('0', '#logUserData.user_firstname# #logUserData.user_lastname#', '#queryResult.generatedkey#', '#theActivity#', '#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#')
				"
admin/import_w_groups_process.cfm,addAssignment,"INSERT INTO assigned (assignment_id,user_id,portal_id,assigned_due,assigned_date)
							VALUES (
								'#assignmentData.assignment_id#',
								'#user_id#',
								'#form.portal_id#',
								'#assignment_due#',
								'#dateFormat(now(),""mm/dd/yyyy"")#'
							)
						"
admin/import_w_groups_process.cfm,addNotification,"INSERT INTO notifications (user_id,notification_title,notification_text,notification_date,notification_url)
								VALUES ('#user_id#','New Learning Path','You have been assigned a new Learning Path: #assignmentData.assignment_name#, which is due #dateFormat(assignment_due,theDateFormatLong)#.','#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#','/lp_toc.cfm?a=#assignmentData.assignment_id#');
							"
admin/import_w_groups_process.cfm,etData,"SELECT et_lp_subject_new, et_lp_top, et_lp_bottom
						FROM email_templates
						WHERE portal_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#FORM.portal_id#"">
					"
admin/import_w_groups_process.cfm,updateRecord,"UPDATE userz
					SET portal_id = #form.portal_id#, sou_id = #sou_id#, group_id = #group_id#
					WHERE user_id = #userData.user_id#
				"
admin/import_w_groups_process.cfm,logActivity2,"INSERT INTO activity_log (user_id,user_name,effecteduser_id,activity_name,activity_date)
					VALUES ('0', '#firstname# #lastname#', '#userData.user_id#', '#theActivity#', '#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#')
				"
admin/import_w_groups_process.cfm,oldOuData,"SELECT ou_id
				   FROM sou
				   WHERE sou_id = #theSOU#
				"
admin/import_w_groups_process.cfm,assignedData,"SELECT assigned.assigned_id, assigned.assignment_id
						FROM assigned, assignments
						WHERE assigned.user_id = #userData.user_id#
							AND assigned.assignment_id = assignments.assignment_id
							AND assignments.assignment_auto = 1
							AND assignments.assignment_inTrash = 0
					"
admin/import_w_groups_process.cfm,deleteLPs,"DELETE FROM assigned
							WHERE assigned_id = #assignedData.assigned_id#
						"
admin/import_w_groups_process.cfm,assignmentData,"SELECT assignment_id, assignment_portal, assignment_ou, assignment_sou, assignment_group, assignment_name, assignment_span
						FROM assignments
						WHERE assignment_auto = 1
							AND portal_id = #userData.portal_id#
							AND assignment_inTrash = 0
					"
admin/import_w_groups_process.cfm,addAssignment,"INSERT INTO assigned (assignment_id,user_id,portal_id,assigned_due,assigned_date)
								VALUES (
									'#assignmentData.assignment_id#',
									'#userData.user_id#',
									'#userData.portal_id#',
									'#assignment_due#',
									'#dateFormat(now(),""mm/dd/yyyy"")#'
								)
							"
admin/import_w_groups_process.cfm,addNotification,"INSERT INTO notifications (user_id,notification_title,notification_text,notification_date,notification_url)
									VALUES ('#userData.user_id#','New Learning Path','You have been assigned a new Learning Path: #assignmentData.assignment_name#, which is due #dateFormat(assignment_due,theDateFormatLong)#.','#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#','/lp_toc.cfm?a=#assignmentData.assignment_id#');
								"
admin/import_w_groups_process.cfm,etData,"SELECT et_lp_subject_new, et_lp_top, et_lp_bottom
							FROM email_templates
							WHERE portal_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#FORM.portal_id#"">
						"
admin/import_w_groups_process.cfm,dripData,"SELECT drip_id, drip_portal, drip_ou, drip_sou, drip_group
			   FROM dripCampaigns
			   WHERE portal_id = #form.portal_id#
			   	AND drip_inTrash =0
			"
admin/import_w_groups_process.cfm,dropData,"SELECT TOP 1 drop_id
					   FROM drops
					   WHERE drip_id = #dripData.drip_id#
					   ORDER BY drop_sort
					"
admin/import_w_groups_process.cfm,addCampaign,"IF NOT EXISTS (SELECT dripAssigned_id FROM dripAssigned WHERE user_id = #user_id# AND drip_id = #dripData.drip_id#)<!--- Make sure this campaign is not already assigned to the user --->
				         BEGIN
					         INSERT INTO dripAssigned (drip_id,user_id,portal_id,dripAssigned_nextDrop,dripAssigned_nextDate)
								VALUES ('#dripData.drip_id#','#user_id#','#form.portal_id#','#dropData.drop_id#','#dateformat(dateAdd(""d"",1,now()),""yyyy-mm-dd"")#')
							END
						"
admin/import_w_groups_special_process.cfm,pData,"SELECT portal_name, portal_isWhitelabel, portal_clip_access, portal_header, portal_isReseller, portal_reseller, email_assignments_user, disable_emails, notifications, portal_enable_cyberhoot, portal_cyberhoot_id, portal_dateFormat, portal_timeZone, email_as_login
	   FROM portals
	   WHERE portal_id = #form.portal_id#
	"
admin/import_w_groups_special_process.cfm,userData,"SELECT user_id, portal_id
				   FROM userz
				   WHERE user_email = '#loopdata[3]#'
				"
admin/import_w_groups_special_process.cfm,ouData,"SELECT ou_id
			   FROM ou
			   WHERE portal_id = #form.portal_id# AND ou_name = '#OU#'
			"
admin/import_w_groups_special_process.cfm,addOU,"INSERT INTO ou (portal_id,ou_name)
					VALUES (#form.portal_id#,'#OU#')
				"
admin/import_w_groups_special_process.cfm,souData,"SELECT sou_id
			   FROM sou
			   WHERE portal_id = #form.portal_id# AND sou_name = '#SOU#' AND ou_id = #ou_id#
			"
admin/import_w_groups_special_process.cfm,addSOU,"INSERT INTO sou (portal_id,ou_id,sou_name)
					VALUES (#form.portal_id#,#ou_id#,'#SOU#')
				"
admin/import_w_groups_special_process.cfm,groupData,"SELECT group_id
			   FROM groups
			   WHERE portal_id = #form.portal_id# AND group_name = '#Group#' AND ou_id = #ou_id# AND sou_id = #sou_id#
			"
admin/import_w_groups_special_process.cfm,addGroup,"INSERT INTO groups (portal_id,ou_id,sou_id,group_name,group_courses)
					VALUES (#form.portal_id#,#ou_id#,#sou_id#,'#Group#','#group_courses#')
				"
admin/import_w_groups_special_process.cfm,userData,"SELECT user_id, portal_id, sou_id, group_id
			   FROM userz
			   WHERE user_email = '#loopdata[3]#'
			"
admin/import_w_groups_special_process.cfm,souData,"SELECT sou_id
					FROM groups
					WHERE group_id = #group_id#
				"
admin/import_w_groups_special_process.cfm,ouData,"SELECT ou_id
				FROM sou
				WHERE sou_id = #sou_id#
			"
admin/import_w_groups_special_process.cfm,assignmentData,"SELECT assignment_id, assignment_portal, assignment_ou, assignment_sou, assignment_group, assignment_name, assignment_span
				FROM assignments
				WHERE assignment_auto = 1
					AND portal_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#form.portal_id#"">
					AND assignment_inTrash = 0
			"
admin/import_w_groups_special_process.cfm,importcsv,"INSERT INTO userz (user_lastname,user_firstname,user_login,user_email,user_pwd,group_id,sou_id,portal_id,user_date_created,user_isAdmin)
					VALUES
						('#lastname#',
						 '#firstname#',
						 '#email#',
						 '#email#',
						 '#Encrypt(pwd,session.EncryptionKey,""cfmx_compat"",""hex"")#',
						 '#group_id#',
						 '#sou_id#',
						 '#form.portal_id#',
						 '#dateFormat(now(),""m/d/yyyy"")# 12:00:00 AM',
						 '#access#')
				"
admin/import_w_groups_special_process.cfm,logUserData,"SELECT user_firstname, user_lastname
				   FROM userz
				   WHERE user_id = #session.UserID#
				"
admin/import_w_groups_special_process.cfm,logActivity2,"INSERT INTO activity_log (user_id,user_name,effecteduser_id,activity_name,activity_date)
					VALUES ('0', '#logUserData.user_firstname# #logUserData.user_lastname#', '#queryResult.generatedkey#', '#theActivity#', '#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#')
				"
admin/import_w_groups_special_process.cfm,addAssignment,"INSERT INTO assigned (assignment_id,user_id,portal_id,assigned_due,assigned_date)
							VALUES (
								'#assignmentData.assignment_id#',
								'#user_id#',
								'#form.portal_id#',
								'#assignment_due#',
								'#dateFormat(now(),""mm/dd/yyyy"")#'
							)
						"
admin/import_w_groups_special_process.cfm,addNotification,"INSERT INTO notifications (user_id,notification_title,notification_text,notification_date,notification_url)
								VALUES ('#user_id#','New Learning Path','You have been assigned a new Learning Path: #assignmentData.assignment_name#, which is due #dateFormat(assignment_due,theDateFormatLong)#.','#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#','/lp_toc.cfm?a=#assignmentData.assignment_id#');
							"
admin/import_w_groups_special_process.cfm,etData,"SELECT et_lp_subject_new, et_lp_top, et_lp_bottom
						FROM email_templates
						WHERE portal_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#FORM.portal_id#"">
					"
admin/import_w_groups_special_process.cfm,updateRecord,"UPDATE userz
					SET portal_id = #form.portal_id#, sou_id = #sou_id#, group_id = #group_id#
					WHERE user_id = #userData.user_id#
				"
admin/import_w_groups_special_process.cfm,logActivity2,"INSERT INTO activity_log (user_id,user_name,effecteduser_id,activity_name,activity_date)
					VALUES ('0', '#firstname# #lastname#', '#userData.user_id#', '#theActivity#', '#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#')
				"
admin/import_w_groups_special_process.cfm,oldOuData,"SELECT ou_id
				   FROM sou
				   WHERE sou_id = #theSOU#
				"
admin/import_w_groups_special_process.cfm,assignedData,"SELECT assigned.assigned_id, assigned.assignment_id
						FROM assigned, assignments
						WHERE assigned.user_id = #userData.user_id#
							AND assigned.assignment_id = assignments.assignment_id
							AND assignments.assignment_auto = 1
							AND assignments.assignment_inTrash = 0
					"
admin/import_w_groups_special_process.cfm,deleteLPs,"DELETE FROM assigned
							WHERE assigned_id = #assignedData.assigned_id#
						"
admin/import_w_groups_special_process.cfm,assignmentData,"SELECT assignment_id, assignment_portal, assignment_ou, assignment_sou, assignment_group, assignment_name, assignment_span
						FROM assignments
						WHERE assignment_auto = 1
							AND portal_id = #userData.portal_id#
							AND assignment_inTrash = 0
					"
admin/import_w_groups_special_process.cfm,addAssignment,"INSERT INTO assigned (assignment_id,user_id,portal_id,assigned_due,assigned_date)
								VALUES (
									'#assignmentData.assignment_id#',
									'#userData.user_id#',
									'#userData.portal_id#',
									'#assignment_due#',
									'#dateFormat(now(),""mm/dd/yyyy"")#'
								)
							"
admin/import_w_groups_special_process.cfm,addNotification,"INSERT INTO notifications (user_id,notification_title,notification_text,notification_date,notification_url)
									VALUES ('#userData.user_id#','New Learning Path','You have been assigned a new Learning Path: #assignmentData.assignment_name#, which is due #dateFormat(assignment_due,theDateFormatLong)#.','#dateFormat(now(),""mm/dd/yyyy"")# #timeFormat(now(),""HH:MM:SS"")#','/lp_toc.cfm?a=#assignmentData.assignment_id#');
								"
admin/import_w_groups_special_process.cfm,etData,"SELECT et_lp_subject_new, et_lp_top, et_lp_bottom
							FROM email_templates
							WHERE portal_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#FORM.portal_id#"">
						"
admin/import_w_groups_special_process.cfm,dripData,"SELECT drip_id, drip_portal, drip_ou, drip_sou, drip_group
			   FROM dripCampaigns
			   WHERE portal_id = #form.portal_id#
			   	AND drip_inTrash =0
			"
admin/import_w_groups_special_process.cfm,dropData,"SELECT TOP 1 drop_id
					   FROM drops
					   WHERE drip_id = #dripData.drip_id#
					   ORDER BY drop_sort
					"
admin/import_w_groups_special_process.cfm,addCampaign,"IF NOT EXISTS (SELECT dripAssigned_id FROM dripAssigned WHERE user_id = #user_id# AND drip_id = #dripData.drip_id#)<!--- Make sure this campaign is not already assigned to the user --->
				         BEGIN
					         INSERT INTO dripAssigned (drip_id,user_id,portal_id,dripAssigned_nextDrop,dripAssigned_nextDate)
								VALUES ('#dripData.drip_id#','#user_id#','#form.portal_id#','#dropData.drop_id#','#dateformat(dateAdd(""d"",1,now()),""yyyy-mm-dd"")#')
							END
						"
admin/infographic_process.cfm,portalData,"SELECT enable_points, enable_exams, portal_name, portal_whitelabel_name, portal_isWhitelabel
   FROM portals
   WHERE portal_id = #thePortal#
"
admin/infographic_process.cfm,userCountData,"SELECT user_id
   FROM userz
   WHERE portal_id = #thePortal#
   	AND userz.user_inTrash = 0
   	AND userz.user_isDisabled = 0
   	AND (userz.user_expires IS NULL OR userz.user_expires >= '#dateFormat(now(),""yyyy-mm-dd 0:00:00"")#')
"
admin/infographic_process.cfm,examsPassData,"SELECT points.point_id
	   FROM points, userz
	   WHERE userz.user_id = points.user_id AND userz.portal_id = #thePortal# AND points.exampass_id IS NOT NULL
	"
admin/infographic_process.cfm,totalClipUseData,"SET ANSI_WARNINGS OFF
		SELECT clip_id, COUNT(clip_id) AS NumClipView
		FROM activity_log, userz, groups
		WHERE activity_log.user_id = userz.user_id
	         AND userz.group_id = groups.group_id
	         AND userz.user_id <> #Session.DefaultID#
				AND userz.user_id <> #Session.DefaultAdmin#
				AND groups.portal_id = #thePortal#
		GROUP BY clip_id
		HAVING ( COUNT(clip_id) > 0 )
	SET ANSI_WARNINGS ON
"
admin/infographic_process.cfm,viewingData,"SELECT SUM(user_clipTime) AS totalViewingTime
   FROM userz
   WHERE portal_id = #thePortal#
"
admin/infographic_process.cfm,awardData,"SELECT SUM(user_points) AS totalPoints
   FROM userz
   WHERE portal_id = #thePortal#
"
admin/initiate_full_sync.cfm,getLink,"SELECT p.portal_id,p.graph_deltaLink, p.graph_nextLink, p.portal_name, p.graph_tenant_id
	FROM portals p
	WHERE p.portal_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#URL.p#"">
"
admin/initiate_group_sync.cfm,groupData,"SELECT groupo365_id, groupo365_email, groupo365_group_objectid, groupo365_next_link, groupo365_delta_link, portal_id
   FROM groupo365
   WHERE portal_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#URL.p#"">
"
admin/invite.cfm,userData,"SELECT portal_id
   FROM userz
   WHERE	user_id = #listFirst(url.user_id)#
"
admin/invite.cfm,siteData,"SELECT portal_id, portal_name
   FROM portals
   WHERE	portal_id = #userData.portal_id#
"
admin/invite.cfm,etData,"SELECT et_invite_subject, et_invite_top, et_invite_bottom
	FROM email_templates
	WHERE portal_id = #userData.portal_id#
"
admin/invite_process.cfm,siteData,"SELECT portal_id
	   FROM portals
	   WHERE	portal_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#FORM.portal_id#"">
	"
admin/invite_process.cfm,pData,"SELECT portal_header, portal_isWhitelabel
   FROM portals
   WHERE	portal_id = #thePortal_id#
"
admin/invite_process.cfm,userData,"SELECT user_id, user_email, user_login, portal_id, user_email_bounce
	   FROM userz
	   WHERE	user_id = #i#
	"
admin/invite_process.cfm,setTempPassword,"UPDATE userz
		SET user_pwd = '#Encrypt(thePassword, session.EncryptionKey, ""cfmx_compat"", ""hex"")#', user_pwreset = 1
		WHERE user_id = #userData.user_id#
	"
admin/invite_synced.cfm,userData,"SELECT user_id
	FROM userz
	WHERE portal_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#URL.p#"">
		AND user_inTrash = 0 AND user_isDisabled = 0
   	AND (user_expires IS NULL OR user_expires = '' OR user_expires >= '#dateFormat(now(),""yyyy-mm-dd 0:00:00"")#')
   	AND user_objectid <> '' AND user_objectid IS NOT NULL
   	AND user_loginCount = 1
"
admin/invite_synced.cfm,siteData,"SELECT portal_id, portal_name
   FROM portals
   WHERE	portal_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#URL.p#"">
"
admin/invite_synced.cfm,etData,"SELECT et_o365_subject, et_o365_top, et_o365_bottom
	FROM email_templates
	WHERE portal_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#URL.p#"">
"
admin/invite_synced_process.cfm,pData,"SELECT portal_id, portal_header, portal_isWhitelabel
   FROM portals
   WHERE	portal_id = <cfqueryparam cfsqltype=""CF_SQL_INTEGER"" value=""#FORM.p#"">
"
