File,Line Number,Route
admin/report_courses_view_1.cfm, 161, ""javascript:ColdFusion.navigate(/admin/report_courses_ajax.cfm?<cfoutput>startrow=#lastPageNum#&startDate=#url.startDate#&endDate=#url.endDate#&sort=#url.sort#&dir=#url.dir#&portal_id=#url.portal_id#&namesearch=#url.namesearch#&searchfield=#url.searchfield#&maxrows=#url.maxrows#&view=#url.view#&course_id=#url.course_id#&group_id=#url.group_id#&sou_id=#url.sou_id#&ou_id=#url.ou_id#&partner_id=#url.partner_id#</cfoutput>,content)""
admin/report_courses_view_2.cfm, 84, report_courses.cfm?sort=user_lastname&dir=DESC&<cfoutput><cfif url.partner_id IS NOT 
admin/report_courses_view_2.cfm, 86, report_courses.cfm?sort=user_lastname&dir=ASC&<cfoutput><cfif url.partner_id IS NOT 
admin/report_course_distribution.cfm, 58, dashboard_su.cfm
admin/report_el.cfm, 174, portals.cfm?<cfoutput>filter=#url.filter#<cfif Session.User_Access IS 9 OR isManager>&d=#url.d#</cfif><cfif isDistributor>&r=#url.r#</cfif>&sort=#url.sort#&dir=#url.dir#&namesearch=#url.namesearch#</cfoutput>
admin/report_el.cfm, 175, report_el_export.cfm?<cfoutput>filter=#url.filter#&d=#url.d#&r=#url.r#&sort=#url.sort#&dir=#url.dir#&namesearch=#url.namesearch#</cfoutput>
admin/report_exams.cfm, 342, users.cfm?<cfoutput><cfif url.partner_id IS NOT 
admin/report_exams.cfm, 343, report_exams_export.cfm?<cfoutput>report_id=1&portal_id=#url.portal_id#&startDate=#url.startDate#&endDate=#url.endDate#&view=#url.view#&filter=#url.filter#&ou_id=#url.ou_id#&sou_id=#url.sou_id#&group_id=#url.group_id#&sort=#url.sort#&dir=#url.dir#&namesearch=#url.namesearch#&searchfield=#url.searchfield#</cfoutput>
admin/report_exams.cfm, 344, report_exams_export.cfm?<cfoutput>report_id=2&portal_id=#url.portal_id#&startDate=#url.startDate#&endDate=#url.endDate#&view=#url.view#&filter=#url.filter#&ou_id=#url.ou_id#&sou_id=#url.sou_id#&group_id=#url.group_id#&sort=#url.sort#&dir=#url.dir#&namesearch=#url.namesearch#&searchfield=#url.searchfield#</cfoutput>
admin/report_exams.cfm, 404, None
admin/report_exams.cfm, 425, report_exams.cfm?sort=user_lastname&dir=DESC&<cfoutput><cfif url.partner_id IS NOT 
admin/report_exams.cfm, 427, report_exams.cfm?sort=user_lastname&dir=ASC&<cfoutput><cfif url.partner_id IS NOT 
admin/report_exams.cfm, 430, report_exams.cfm?sort=user_lastname&dir=ASC&<cfoutput><cfif url.partner_id IS NOT 
admin/report_exams.cfm, 440, report_exams.cfm?sort=activity_date&dir=DESC&<cfoutput><cfif url.partner_id IS NOT 
admin/report_exams.cfm, 442, report_exams.cfm?sort=activity_date&dir=ASC&<cfoutput><cfif url.partner_id IS NOT 
admin/report_exams.cfm, 445, report_exams.cfm?sort=activity_date&dir=ASC&<cfoutput><cfif url.partner_id IS NOT 
admin/report_exams.cfm, 474, ""<cfoutput>#ajaxLink(cgi.script_name&?startrow=1&startDate=&url.startDate&&endDate=&url.endDate&&sort=&url.sort&&dir=&url.dir&&portal_id=&thePortalID&&namesearch=&url.namesearch&&searchfield=&url.searchfield&&maxrows=&url.maxrows&&view=&url.view&&filter=&url.filter)#</cfoutput>""
admin/report_exams.cfm, 475, ""<cfoutput>#ajaxLink(cgi.script_name&?startrow=&url.startrow-url.maxrows&&startDate=&url.startDate&&endDate=&url.endDate&&sort=&url.sort&&dir=&url.dir&&portal_id=&thePortalID&&namesearch=&url.namesearch&&searchfield=&url.searchfield&&maxrows=&url.maxrows&&view=&url.view&&filter=&url.filter)#</cfoutput>""
admin/report_exams.cfm, 496, ""<cfoutput>#ajaxLink(cgi.script_name&?startrow=&url.startrow+url.maxrows&&startDate=&url.startDate&&endDate=&url.endDate&&sort=&url.sort&&dir=&url.dir&&portal_id=&thePortalID&&namesearch=&url.namesearch&&searchfield=&url.searchfield&&maxrows=&url.maxrows&&view=&url.view&&filter=&url.filter)#</cfoutput>""
admin/report_exams.cfm, 502, ""<cfoutput>#ajaxLink(cgi.script_name&?startrow=&lastPageNum&&startDate=&url.startDate&&endDate=&url.endDate&&sort=&url.sort&&dir=&url.dir&&portal_id=&thePortalID&&namesearch=&url.namesearch&&searchfield=&url.searchfield&&maxrows=&url.maxrows&&view=&url.view&&filter=&url.filter)#</cfoutput>""
admin/report_find_portal_process.cfm, 41, report_find_portal.cfm?<cfoutput>filter=#form.filter#&d=#form.d#&r=#form.r#&sort=#form.sort#&dir=#form.dir#&namesearch=#form.namesearch#</cfoutput>
admin/report_find_portal_process.cfm, 42, portals.cfm?<cfoutput>filter=#form.filter#&d=#form.d#&r=#form.r#&sort=#form.sort#&dir=#form.dir#&namesearch=#form.namesearch#</cfoutput>
admin/report_find_user_process.cfm, 62, report_find_user.cfm?<cfoutput><cfif form.partner_id IS NOT 
admin/report_find_user_process.cfm, 63, users.cfm?<cfoutput><cfif form.partner_id IS NOT 
admin/report_licensing.cfm, 28, report_licensing_export.cfm?report_id=1
admin/report_licensing.cfm, 29, report_licensing_export.cfm?report_id=2
admin/report_logins.cfm, 94, dashboard_su.cfm
admin/report_logins.cfm, 111, None
admin/report_logins.cfm, 125, report_logins.cfm?sort=portal_name&dir=DESC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 127, report_logins.cfm?sort=portal_name&dir=ASC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 130, report_logins.cfm?sort=portal_name&dir=ASC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 136, report_logins.cfm?sort=teamsCount&dir=DESC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 138, report_logins.cfm?sort=teamsCount&dir=ASC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 141, report_logins.cfm?sort=teamsCount&dir=DESC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 147, report_logins.cfm?sort=O365uniqueCount&dir=DESC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 149, report_logins.cfm?sort=O365uniqueCount&dir=ASC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 152, report_logins.cfm?sort=O365uniqueCount&dir=DESC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 158, report_logins.cfm?sort=O365loginCount&dir=DESC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 160, report_logins.cfm?sort=O365loginCount&dir=ASC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 163, report_logins.cfm?sort=O365loginCount&dir=DESC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 169, report_logins.cfm?sort=iltCount&dir=DESC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 171, report_logins.cfm?sort=iltCount&dir=ASC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 174, report_logins.cfm?sort=iltCount&dir=DESC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 180, report_logins.cfm?sort=ssoCount&dir=DESC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 182, report_logins.cfm?sort=ssoCount&dir=ASC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_logins.cfm, 185, report_logins.cfm?sort=ssoCount&dir=DESC&startDate=<cfoutput>#url.startDate#&endDate=#url.endDate#</cfoutput>
admin/report_msp.cfm, 103, portals.cfm?<cfoutput>filter=#url.filter#&d=#url.d#&r=#url.r#&sort=#url.sort#&dir=#url.dir#&namesearch=#url.namesearch#</cfoutput>
admin/report_msp.cfm, 104, report_itpro.cfm
admin/report_partners.cfm, 85, None
admin/report_partners.cfm, 86, None
admin/report_partners.cfm, 87, report_partner_managers.cfm
admin/report_partner_managers.cfm, 48, report_partners.cfm
admin/report_partner_managers.cfm, 57, None
admin/report_partner_managers.cfm, 59, None
admin/report_search.cfm, 37, report_search.cfm?sort=search_term&dir=DESC
admin/report_search.cfm, 39, report_search.cfm?sort=search_term&dir=ASC
admin/report_search.cfm, 42, report_search.cfm?sort=search_term&dir=ASC
admin/report_search.cfm, 48, report_search.cfm?sort=thumbsupCount&dir=DESC
admin/report_search.cfm, 50, report_search.cfm?sort=thumbsupCount&dir=ASC
admin/report_search.cfm, 53, report_search.cfm?sort=thumbsupCount&dir=DESC
admin/report_search.cfm, 59, report_search.cfm?sort=thumbsdownCount&dir=DESC
admin/report_search.cfm, 61, report_search.cfm?sort=thumbsdownCount&dir=ASC
admin/report_search.cfm, 64, report_search.cfm?sort=thumbsdownCount&dir=DESC
admin/report_search.cfm, 70, report_search.cfm?sort=searchCount&dir=DESC
admin/report_search.cfm, 72, report_search.cfm?sort=searchCount&dir=ASC
admin/report_search.cfm, 75, report_search.cfm?sort=searchCount&dir=DESC
admin/report_share.cfm, 54, report_share_export.cfm?report_id=1
admin/report_share.cfm, 55, report_share_export.cfm?report_id=2
admin/report_share.cfm, 68, report_share.cfm?sort=portal_name&dir=DESC
admin/report_share.cfm, 70, report_share.cfm?sort=portal_name&dir=ASC
admin/report_share.cfm, 73, report_share.cfm?sort=portal_name&dir=ASC
admin/report_share.cfm, 79, report_share.cfm?sort=share_count&dir=DESC
admin/report_share.cfm, 81, report_share.cfm?sort=share_count&dir=ASC
admin/report_share.cfm, 84, report_share.cfm?sort=share_count&dir=ASC
admin/report_share.cfm, 90, report_share.cfm?sort=hits&dir=DESC
admin/report_share.cfm, 92, report_share.cfm?sort=hits&dir=ASC
admin/report_share.cfm, 95, report_share.cfm?sort=hits&dir=ASC
admin/report_share.cfm, 102, report_share2.cfm?portal_id=#pData.portal_id#
admin/report_share2.cfm, 59, javascript:history.go(-1)
admin/report_share2.cfm, 66, report_share2_export.cfm?portal_id=<cfoutput>#url.portal_id#</cfoutput>&report_id=1
admin/report_share2.cfm, 67, report_share2_export.cfm?portal_id=<cfoutput>#url.portal_id#</cfoutput>&report_id=2
admin/report_share2.cfm, 80, report_share2.cfm?sort=user_lastname&dir=DESC&portal_id=<cfoutput>#url.portal_id#</cfoutput>
admin/report_share2.cfm, 82, report_share2.cfm?sort=user_lastname&dir=ASC&portal_id=<cfoutput>#url.portal_id#</cfoutput>
admin/report_share2.cfm, 85, report_share2.cfm?sort=user_lastname&dir=ASC&portal_id=<cfoutput>#url.portal_id#</cfoutput>
admin/report_share2.cfm, 91, report_share2.cfm?sort=share_count&dir=DESC&portal_id=<cfoutput>#url.portal_id#</cfoutput>
admin/report_share2.cfm, 93, report_share2.cfm?sort=share_count&dir=ASC&portal_id=<cfoutput>#url.portal_id#</cfoutput>
admin/report_share2.cfm, 96, report_share2.cfm?sort=share_count&dir=ASC&portal_id=<cfoutput>#url.portal_id#</cfoutput>
admin/report_share2.cfm, 102, report_share2.cfm?sort=hits&dir=DESC&portal_id=<cfoutput>#url.portal_id#</cfoutput>
admin/report_share2.cfm, 104, report_share2.cfm?sort=hits&dir=ASC&portal_id=<cfoutput>#url.portal_id#</cfoutput>
admin/report_share2.cfm, 107, report_share2.cfm?sort=hits&dir=ASC&portal_id=<cfoutput>#url.portal_id#</cfoutput>
admin/report_share2.cfm, 114, report_share3.cfm?user_id=#shareReportData.user_id#
admin/report_share3.cfm, 65, javascript:history.go(-1)
admin/report_share3.cfm, 72, report_share3_export.cfm?user_id=<cfoutput>#url.user_id#</cfoutput>&report_id=1
admin/report_share3.cfm, 73, report_share3_export.cfm?user_id=<cfoutput>#url.user_id#</cfoutput>&report_id=2
admin/report_share3.cfm, 85, report_share3.cfm?sort=course_name&dir=DESC&user_id=<cfoutput>#url.user_id#</cfoutput>
admin/report_share3.cfm, 87, report_share3.cfm?sort=course_name&dir=ASC&user_id=<cfoutput>#url.user_id#</cfoutput>
admin/report_share3.cfm, 90, report_share3.cfm?sort=course_name&dir=ASC&user_id=<cfoutput>#url.user_id#</cfoutput>
admin/report_share3.cfm, 96, report_share3.cfm?sort=clip_name&dir=DESC&user_id=<cfoutput>#url.user_id#</cfoutput>
admin/report_share3.cfm, 98, report_share3.cfm?sort=clip_name&dir=ASC&user_id=<cfoutput>#url.user_id#</cfoutput>
admin/report_share3.cfm, 101, report_share3.cfm?sort=clip_name&dir=ASC&user_id=<cfoutput>#url.user_id#</cfoutput>
admin/report_share3.cfm, 107, report_share3.cfm?sort=share_count&dir=DESC&user_id=<cfoutput>#url.user_id#</cfoutput>
admin/report_share3.cfm, 109, report_share3.cfm?sort=share_count&dir=ASC&user_id=<cfoutput>#url.user_id#</cfoutput>
admin/report_share3.cfm, 112, report_share3.cfm?sort=share_count&dir=ASC&user_id=<cfoutput>#url.user_id#</cfoutput>
admin/report_share3.cfm, 118, report_share3.cfm?sort=hits&dir=DESC&user_id=<cfoutput>#url.user_id#</cfoutput>
admin/report_share3.cfm, 120, report_share3.cfm?sort=hits&dir=ASC&user_id=<cfoutput>#url.user_id#</cfoutput>
admin/report_share3.cfm, 123, report_share3.cfm?sort=hits&dir=ASC&user_id=<cfoutput>#url.user_id#</cfoutput>
admin/report_tdsynnex.cfm, 145, report_tdsynnex_export.cfm?report_id=1
admin/report_tdsynnex.cfm, 146, report_tdsynnex_export.cfm?report_id=2
admin/report_training.cfm, 351, users.cfm?<cfoutput><cfif url.partner_id IS NOT 
admin/report_training.cfm, 352, report_training_export.cfm?report_id=1&<cfoutput>startDate=#url.startDate#&endDate=#url.endDate#&<cfif url.partner_id IS NOT 
admin/report_training.cfm, 353, report_training_export.cfm?report_id=2&<cfoutput>startDate=#url.startDate#&endDate=#url.endDate#&<cfif url.partner_id IS NOT 
admin/report_training.cfm, 397, None
admin/report_training_details.cfm, 66, report_training_details_export.cfm?<cfoutput>report_id=1&sid=#url.sid#</cfoutput>
admin/report_training_details.cfm, 67, report_training_details_export.cfm?<cfoutput>report_id=2&sid=#url.sid#</cfoutput>
admin/report_training_individual.cfm, 360, users.cfm?<cfoutput><cfif url.partner_id IS NOT 
admin/report_training_individual.cfm, 361, report_training_individual_export.cfm?report_id=1&<cfoutput>startDate=#url.startDate#&endDate=#url.endDate#&<cfif url.partner_id IS NOT 
admin/report_training_individual.cfm, 362, report_training_individual_export.cfm?report_id=2&<cfoutput>startDate=#url.startDate#&endDate=#url.endDate#&<cfif url.partner_id IS NOT 
admin/report_training_individual.cfm, 367, #help_date_range
admin/report_training_individual.cfm, 379, None
admin/sharingplus.cfm, 34, sharingplus.cfm?sort=portal_name&dir=DESC
admin/sharingplus.cfm, 36, sharingplus.cfm?sort=portal_name&dir=ASC
admin/sharingplus.cfm, 39, sharingplus.cfm?sort=portal_name&dir=ASC
admin/sharingplus.cfm, 63, sharingplus_process.cfm?<cfoutput>p=#spData.portal_id#&sort=#url.sort#&dir=#url.dir#</cfoutput>
admin/surveys.cfm, 35, add_survey.cfm?sort=<cfoutput>#url.sort#&dir=#url.dir#&filter=#url.filter#</cfoutput>
admin/surveys.cfm, 71, surveys.cfm?sort=clipsurvey_start&dir=DESC&filter=<cfoutput>#url.filter#</cfoutput>
admin/surveys.cfm, 73, surveys.cfm?sort=clipsurvey_start&dir=ASC&filter=<cfoutput>#url.filter#</cfoutput>
admin/surveys.cfm, 76, surveys.cfm?sort=clipsurvey_start&dir=ASC&filter=<cfoutput>#url.filter#</cfoutput>
admin/surveys.cfm, 82, surveys.cfm?sort=clipsurvey_end&dir=DESC&filter=<cfoutput>#url.filter#</cfoutput>
admin/surveys.cfm, 84, surveys.cfm?sort=clipsurvey_end&dir=ASC&filter=<cfoutput>#url.filter#</cfoutput>
admin/surveys.cfm, 87, surveys.cfm?sort=clipsurvey_end&dir=ASC&filter=<cfoutput>#url.filter#</cfoutput>
admin/surveys.cfm, 93, surveys.cfm?sort=clipsurvey_text&dir=DESC&filter=<cfoutput>#url.filter#</cfoutput>
admin/surveys.cfm, 95, surveys.cfm?sort=clipsurvey_text&dir=ASC&filter=<cfoutput>#url.filter#</cfoutput>
admin/surveys.cfm, 98, surveys.cfm?sort=clipsurvey_text&dir=ASC&filter=<cfoutput>#url.filter#</cfoutput>
admin/surveys.cfm, 112, edit_survey.cfm?<cfoutput>s=#clipsurveyData.clipsurvey_id#&filter=#url.filter#&sort=#url.sort#&dir=#url.dir#</cfoutput>
admin/surveys.cfm, 113, survey_details.cfm?<cfoutput>s=#clipsurveyData.clipsurvey_id#&filter=#url.filter#&sort=#url.sort#&dir=#url.dir#</cfoutput>
admin/surveys.cfm, 129, 
admin/surveys.cfm, 131, #reminderDel
admin/survey_details.cfm, 93, javascript:history.go(-1)
admin/survey_details.cfm, 94, survey_export.cfm?<cfoutput>clipsurvey_id=#clipsurveyData.clipsurvey_id#</cfoutput>
admin/users.cfm, 329, add_user.cfm?<cfoutput><cfif url.partner_id IS NOT 
admin/users.cfm, 391, portals.cfm?namesearch=<cfoutput>#portalNameData.portal_name#</cfoutput>
admin/users.cfm, 469, grouping.cfm?<cfoutput><cfif url.partner_id IS NOT 
admin/users.cfm, 479, 
admin/users.cfm, 481, #reminderDel
admin/users.cfm, 503, #reminderCon
admin/users_paging.cfm, 5, ""<cfoutput>#ajaxLink(cgi.script_name&?startrow=1&sort=&url.sort&&dir=&url.dir&&portal_id=&thePortalID&&namesearch=&url.namesearch&&searchfield=&url.searchfield&&maxrows=&url.maxrows&&view=&url.view&&filter=&url.filter&&ou_id=&url.ou_id&&sou_id=&url.sou_id&&group_id=&url.group_id&&partner_id=&url.partner_id)#</cfoutput>""
admin/users_paging.cfm, 6, ""<cfoutput>#ajaxLink(cgi.script_name&?startrow=&url.startrow-url.maxrows&&sort=&url.sort&&dir=&url.dir&&portal_id=&thePortalID&&namesearch=&url.namesearch&&searchfield=&url.searchfield&&maxrows=&url.maxrows&&view=&url.view&&filter=&url.filter&&ou_id=&url.ou_id&&sou_id=&url.sou_id&&group_id=&url.group_id&&partner_id=&url.partner_id)#</cfoutput>""
admin/users_paging.cfm, 28, ""<cfoutput>#ajaxLink(cgi.script_name&?startrow=&url.startrow+url.maxrows&&sort=&url.sort&&dir=&url.dir&&portal_id=&thePortalID&&namesearch=&url.namesearch&&searchfield=&url.searchfield&&maxrows=&url.maxrows&&view=&url.view&&filter=&url.filter&&ou_id=&url.ou_id&&sou_id=&url.sou_id&&group_id=&url.group_id&&partner_id=&url.partner_id)#</cfoutput>""
admin/users_paging.cfm, 34, ""<cfoutput>#ajaxLink(cgi.script_name&?startrow=&lastPageNum&&sort=&url.sort&&dir=&url.dir&&portal_id=&thePortalID&&namesearch=&url.namesearch&&searchfield=&url.searchfield&&maxrows=&url.maxrows&&view=&url.view&&filter=&url.filter&&ou_id=&url.ou_id&&sou_id=&url.sou_id&&group_id=&url.group_id&&partner_id=&url.partner_id)#</cfoutput>""
admin/users_view_1.cfm, 119, users.cfm?sort=user_lastname&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 121, users.cfm?sort=user_lastname&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 124, users.cfm?sort=user_lastname&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 130, users.cfm?sort=user_firstname&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 132, users.cfm?sort=user_firstname&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 135, users.cfm?sort=user_firstname&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 141, users.cfm?sort=user_login&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 143, users.cfm?sort=user_login&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 146, users.cfm?sort=user_login&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 153, users.cfm?sort=user_account_number&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 155, users.cfm?sort=user_account_number&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 158, users.cfm?sort=user_account_number&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 165, users.cfm?sort=user_date_created&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 167, users.cfm?sort=user_date_created&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 170, users.cfm?sort=user_date_created&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 176, users.cfm?sort=user_last_login&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 178, users.cfm?sort=user_last_login&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 181, users.cfm?sort=user_last_login&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 187, users.cfm?sort=user_isAdmin&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 189, users.cfm?sort=user_isAdmin&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 192, users.cfm?sort=user_isAdmin&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 218, edit_user.cfm?<cfoutput><cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 220, invite.cfm?<cfoutput>user_id=#userData.user_id#</cfoutput>
admin/users_view_1.cfm, 225, activity_report.cfm?<cfoutput><cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 226, report_training_individual.cfm?<cfoutput><cfif url.partner_id IS NOT 
admin/users_view_1.cfm, 228, user_history.cfm?u=#userData.user_id#
admin/users_view_1.cfm, 229, user_mirror.cfm?u=#userData.user_id#
admin/users_view_2.cfm, 118, users.cfm?sort=user_lastname&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 120, users.cfm?sort=user_lastname&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 123, users.cfm?sort=user_lastname&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 129, users.cfm?sort=user_firstname&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 131, users.cfm?sort=user_firstname&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 134, users.cfm?sort=user_firstname&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 140, users.cfm?sort=user_login&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 142, users.cfm?sort=user_login&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 145, users.cfm?sort=user_login&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 151, users.cfm?sort=ou_name&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 153, users.cfm?sort=ou_name&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 156, users.cfm?sort=ou_name&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 162, users.cfm?sort=sou_name&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 164, users.cfm?sort=sou_name&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 167, users.cfm?sort=sou_name&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 173, users.cfm?sort=group_name&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 175, users.cfm?sort=group_name&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 178, users.cfm?sort=group_name&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 193, edit_user.cfm?<cfoutput><cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 195, invite.cfm?<cfoutput>user_id=#userData.user_id#</cfoutput>
admin/users_view_2.cfm, 200, activity_report.cfm?<cfoutput><cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 201, report_training_individual.cfm?<cfoutput><cfif url.partner_id IS NOT 
admin/users_view_2.cfm, 203, user_history.cfm?u=#userData.user_id#
admin/users_view_2.cfm, 204, user_mirror.cfm?u=#userData.user_id#
admin/users_view_3.cfm, 118, users.cfm?sort=user_lastname&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_3.cfm, 120, users.cfm?sort=user_lastname&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_3.cfm, 123, users.cfm?sort=user_lastname&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_3.cfm, 129, users.cfm?sort=user_firstname&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_3.cfm, 131, users.cfm?sort=user_firstname&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_3.cfm, 134, users.cfm?sort=user_firstname&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_3.cfm, 140, users.cfm?sort=user_login&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_3.cfm, 142, users.cfm?sort=user_login&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_3.cfm, 145, users.cfm?sort=user_login&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_3.cfm, 151, users.cfm?sort=user_loginCount&dir=DESC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
admin/users_view_3.cfm, 153, users.cfm?sort=user_loginCount&dir=ASC&portal_id=<cfoutput>#thePortalID#&<cfif url.partner_id IS NOT 
